neighbour_id,neighbour_name,district_id,district_name,municipality_name,nom_arr,centroid_longitude,centroid_latitude
84,Montréal-Ouest,,,Montréal-Ouest,,,
85,Dorval,,,Dorval,,,
86,Pointe-Claire,,,Pointe-Claire,,,
87,Beaconsfield,,,Beaconsfield,,,
90,Kirkland,,,Kirkland,,,
89,Dollard-Des Ormeaux,,,Dollard-Des Ormeaux,,,
88,Baie-D'Urfé,,,Baie-D'Urfé,,,
91,Sainte-Anne-de-Bellevue,,,Sainte-Anne-de-Bellevue,,,
92,Senneville,,,Senneville,,,
93,Mont-Royal,,,Mont-Royal,,,
72,Pierrefonds-Est,31.0,Pierrefonds-Roxboro,Montréal,Pierrefonds-Roxboro,-73.8975588164073,45.46257418679893
75,L'Île-Bizard–Sainte-Geneviève,32.0,L'Île-Bizard–Sainte-Geneviève,Montréal,L'Île-Bizard–Sainte-Geneviève,-73.89559931185681,45.4939054635629
70,Vieux-Lachine - Saint-Pierre,27.0,Lachine,Montréal,Lachine,-73.70541209936614,45.44178643176017
60A,Ouest,16.0,Montréal-Nord,Montréal,Montréal-Nord,-73.61800594607203,45.61606712199108
60B,Centre-Nord,16.0,Montréal-Nord,Montréal,Montréal-Nord,-73.61800594607203,45.61606712199108
